"Morphotype","Slide.number.info","Z1","Z2","A1","A2","A3","A4","B1","B2","B3","C1","C2","C3","D1","D2","E1","E2","E3","E4","E5","E6","E7","E8","E9","F1","F2","F3","F4","F5","F6","F7","F8","G2","G3","G4","G5","G6","G7","G8","H1","H2","H3","H4","I1","I2","I3","I4","J1","J2","J3","J4","K1","L1","L2","M1","M2","X","Z1.1","Z2.1","A1.1","A2.1","A3.1","A4.1","B1.1","B2.1","B3.1","C1.1","C2.1","C3.1","D1.1","D2.1","E1.1","E2.1","E3.1","E4.1","E5.1","E6.1","E7.1","E8.1","E9.1","F1.1","F2.1","F3.1","F4.1","F5.1","F6.1","F7.1","F8.1","G2.1","G3.1","G4.1","G5.1","G6.1","G7.1","G8.1","H1.1","H2.1","H3.1","H4.1","I1.1","I2.1","I3.1","I4.1","J1.1","J2.1","J3.1","J4.1","K1.1","L1.1","L2.1","M1.1","M2.1","MDS1","MDS2","MDS3"
"Extra-long 1/4 total root cone",296,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.2.(1/4)","J2.4.Total","J3.7.Flat-top","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.2.Cap tip",0,1,1,4,3,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,7,0,1,0,0,1,2,0.22285371871542,-0.10681995754466,-0.0185146863550282
"Long straight striated cone",297,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.3.Furrowed","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.4.Total","J3.1.Straight","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,1,0,1,0,0,1,1,0.143063376825219,0.144357437047809,-0.0134292184627387
"Extra-long straight cone",298,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.4.Total","J3.1.Straight","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,1,0,1,0,0,2,1,0.128991891956724,0.101023551290396,0.0377934336873251
"Long striated curved flared base cone",299,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.5.Spiraling striation","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.2.Minor curve","C2.1.Whole-tooth","C3.4.Cone-curve","D1.1.One-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.4.Total","J3.1.Straight","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,5,0,0,2,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,1,0,1,0,0,2,1,0.171442874885702,0.200538839758825,0.0639217416380665
"Extra-long curved cone",300,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.2.Minor curve","C2.1.Whole-tooth","C3.4.Cone-curve","D1.1.One-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.3.Wide","J3.1.Straight","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,1,0,0,2,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,1,0,1,0,0,2,1,0.134725412584635,0.118351187301931,0.0555296034280992
"Long minor top curved cone",301,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.2.Minor curve","C2.2.Tip-only","C3.4.Cone-curve","D1.1.One-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.4.Total","J3.1.Straight","J4.0.Rootless/no modifiers or too broken to code","K1.2.Flared","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,1,0,0,2,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,1,0,2,0,0,2,1,0.171314512698374,0.164186529836929,0.122611705547961
"Long minor recurved cone",302,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.4.Recurved","C2.1.Whole-tooth","C3.4.Cone-curve","D1.1.One-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.4.Total","J3.1.Straight","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,1,0,0,4,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,1,0,1,0,0,2,1,0.158255534242272,0.154676931909521,0.0684794854235593
"Extra-long spiraling striation",303,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.5.Spiraling striation","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.2.Minor curve","C2.1.Whole-tooth","C3.4.Cone-curve","D1.2.Two-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.5.(3/4)","J2.4.Total","J3.7.Flat-top","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.5.(3/4)","L2.1.Straight","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,5,0,0,2,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,7,0,1,5,1,1,1,0.218388031413909,0.180047813319715,-0.0574314940361925
"Long striated cone curved tip",304,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.3.Furrowed","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.2.Minor curve","C2.2.Tip-only","C3.4.Cone-curve","D1.2.Two-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.5.(3/4)","J2.4.Total","J3.7.Flat-top","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.5.(3/4)","L2.1.Straight","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,3,0,0,2,2,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,7,0,1,5,1,1,1,0.203142673414774,0.144277194949348,-0.0741151287827083
"Extra-long curved two part straight tip",305,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.2.Minor curve","C2.1.Whole-tooth","C3.4.Cone-curve","D1.2.Two-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.5.(3/4)","J2.4.Total","J3.7.Flat-top","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.5.(3/4)","L2.1.Straight","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,1,0,0,2,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,7,0,1,5,1,1,1,0.183662759666952,0.10682259491762,-0.0385104927190523
"Extra-long curved middle barb cone",306,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.4.Extra-long","A2.3.Deep","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.2.Minor curve","C2.1.Whole-tooth","C3.4.Cone-curve","D1.2.Two-part","D2.1.Cone","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.1.No blades","F2.0.No blades or too broken to code","F3.0.No blades or too broken to code","F4.0.No blades or too broken to code","F5.0.No blades or too broken to code","F6.0.No blades or too broken to code","F7.0.No blades or too broken to code","F8.0.No blades/features or too broken to code","G2.0.No blades or too broken to code","G3.0.No blades or too broken to code","G4.0.No blades or too broken to code","G5.0.No blades or too broken to code","G6.0.No blades or too broken to code","G7.0.No blades or too broken to code","G8.0.No blades/features or too broken to code","H1.2.(1/4)","H2.2.Middle","H3.2.Inner-curve","H4.1.Right triangle","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.5.(3/4)","J2.4.Total","J3.7.Flat-top","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.5.(3/4)","L2.1.Straight","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,4,3,1,1,1,0,0,2,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,5,4,7,0,1,5,1,1,1,0.2124037679954,0.173846836927232,-0.0872694535772014
